Customer_Ratings1star,Customer_Ratings2star,Customer_Ratings3star,Customer_Ratings4star,Customer_Ratings5star,P_Description,P_MRP,P_Name,P_Price,P_Rating,P_Ratingcount,P_Title,P_Url,Seller_Name,Seller_Url,Technical_Specification,You_Save
7% of reviews have 1 stars,3% of reviews have 2 stars,7% of reviews have 3 stars,25% of reviews have 4 stars,58% of reviews have 5 stars,"Welcome the new Realme Buds Wireless with a large 11.2mm bass driver, giving you a powerful bass experience and exceptional sound quality. Realme Buds Wireless come with a large 110mAh battery, giving you a playback time of up to 12hours on a single charge. What's more, connecting your Realme Buds Wireless is a breeze with magnetic auto on/off and Bluetooth 5.0 which enables a fast and stable connection. Adding a touch of premium to the ultimate sound experience, the Realme Buds Wireless also features an elegant neckband design with high grade elastic memory metal which is also skin-friendly.","1,999.00",Realme Buds Wireless Headphone Information,"1,790.00",4.2 out of 5 stars,"25,195 ratings",Realme Buds Wireless,https://www.amazon.in/realme-RMA108-Realme-Buds-Wireless/dp/B07XJWTYM2/ref=sr_1_14?dchild=1&qid=1594237116&s=electronics&sr=1-14&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'realme'), ('Model', 'RMA108'), ('Model Name', 'realme buds wireless'), ('Item Weight', '31.8 g'), ('Product Dimensions', '35.5 x 11 x 0.5 cm'), ('Batteries:', '1 Lithium Polymer batteries required.'), ('Item model number', 'RMA108'), ('Hardware Platform', 'Smartphone'), ('Additional Features', 'Bluetooth, wireless, with microphone'), ('Included Components', 'Earphone, Ear tips 6 (including 2 on the earphones), Ear support 2, Micro USB cable and Quick guide book'), ('Microphone Form Factor', 'with microphone'), ('Headphones Form Factor', 'In Ear'), ('Batteries Included', 'No'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium Ion'), ('Battery Power', '110'), ('Connector Type', 'Bluetooth'), ('Material', 'Metal'), ('Includes Rechargable Battery', 'Yes'), ('Includes AC Adapter', 'No')],)",209.00 (10%)
,30% of reviews have 2 stars,"(None,)",30% of reviews have 4 stars,41% of reviews have 5 stars,"Featuring silicone earbuds and an around-the-neck design, these earphones from Clef help you enjoy your favourite form of music without compromising on comfort. Also, they boast a speaker resistance of 32 Ohms and a frequency response of 20 - 20000 Hz to deliver a sound that is rich in bass.","2,490.00",CLEF N100BTBLK in Ear Wireless Headphone Information,399.00,3.8 out of 5 stars,7 ratings,CLEF N100BTBLK in Ear Wireless Earphones with MIC- Black,https://www.amazon.in/CLEF-N100BTBLK-Wireless-Earphones-Black/dp/B07SF6YFT8/ref=sr_1_26_sspa?dchild=1&qid=1594237116&s=electronics&sr=1-26-spons&x=10&y=7&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUE4T1E2S1BHM1gxUEQmZW5jcnlwdGVkSWQ9QTA0Nzk3OTlGS0ZQU0MzSjhDSTkmZW5jcnlwdGVkQWRJZD1BMDIxNjQzODE2U1E0TlBBVDRaTVEmd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3NlJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,Audio Lifestyle,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1HBNI8LZM985H&isAmazonFulfilled=1,"([('Brand', 'CLEF'), ('Model', 'N100BTBLK'), ('Model Name', 'CLEF'), ('Item Weight', '54.4 g'), ('Product Dimensions', '17 x 9 x 3 cm'), ('Batteries:', '1 Lithium Polymer batteries required. (included)'), ('Item model number', 'N100BTBLK'), ('Additional Features', 'in-ear'), ('Included Components', '1  Earphone unit::1 micro charging cable::1 pouch:: 1 adjust ball::1 cable clip :: 2 size gels.'), ('Number Of Items', '1'), ('Microphone Form Factor', 'In-Line'), ('Headphones Form Factor', 'In Ear'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium Polymer'), ('Connector Type', 'Bluetooth')],)","2,091.00 (84%)"
15% of reviews have 1 stars,6% of reviews have 2 stars,10% of reviews have 3 stars,24% of reviews have 4 stars,45% of reviews have 5 stars,"The WI-C200 is comfortable, versatile and practical in-ear headphones that will fit seamlessly and stylishly into your life. Whether you’re listening to pop hits, classical concertos or tapping your feet through jazz solos, the headphones delivers dynamic audio performance with deep bass and outstanding clarity. It is time to stop untangling lengthy wires and start enjoying music on the go. Now enjoy non-stop music on the move. With a great battery life up to 15 hours of playback, listen to your favourite playlists and podcasts all through the day. To top it off, headphones come with an upgraded quick charge function. When the battery runs low, just 10 minutes of charging gets you a full 60 minutes of playback. This means that even if you’re in a rush, you’ll soon be ready to get the music going again. Users can go completely hands-free while making calls or listening to music as headphones comes with a built-in microphone and are compatible with Google Assistant and Siri. One can enjoy entertainment on the go, connect with friends, check the weather, listen to music, set reminders, and more, using just your voice. Press the multi-function button twice and you’ll get instant access to Siri or Google Assistant. The impressively light-weight in-ear headphones come with neck-band design to ensure comfort and to keep the headphones out of the way, So the user can listen to music with total freedom. Weighing 15g, the new headphones are engineered perfectly to offer comfortable listening experience and carry around all-day long. Those new headphones will make the music more immersive and enjoyable. With 9mm driver units headphones deliver clear and punchy sound. The compact headphones can be stored effortlessly in a bag. The magnetic housing cleverly snaps the earbuds in place to keep tangled cords at bay. Now charging your device has got a lot simpler. All you need is to connect the device with a Type C cable, and you can charge the battery to full in just three hours. Say goodbye to tangled wires and enjoy flawless, interruption-free listening.","2,490.00",Sony WI-C200 Wireless In-Ear Headphone Information,"2,139.00",3.8 out of 5 stars,"8,190 ratings","Sony WI-C200 Wireless In-Ear Headphones with 15 Hours Battery Life, Quick Charge, Magnetic Earbuds for Tangle Free Carrying,Metallic Finish, Bluetooth ver 5.0, Headset with mic for phone calls (Black)",https://www.amazon.in/Sony-WI-C200-Wireless-Neck-Band-Headphones/dp/B07S13PJ3W/ref=sr_1_13?dchild=1&qid=1594237116&s=electronics&sr=1-13&x=10&y=7,GoodLuck Shoppie,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AOEEZKVDPK9JV&isAmazonFulfilled=1,"([('Brand', 'Sony'), ('Model', 'WI-C200'), ('Model Name', 'Headphones'), ('Item Weight', '13.6 g'), ('Product Dimensions', '8 x 2 x 18.5 cm'), ('Batteries:', '1 C batteries required. (included)'), ('Item model number', 'WI-C200'), ('Hardware Platform', 'Smartphone'), ('Compatible Devices', 'Mobile (IOS, Android, others), Tablets, Laptops, and all bluetooth devices'), ('Additional Features', 'Wireless'), ('Included Components', 'USB Cable 1U, Instruction Manual 1U, Reference Guide 1U'), ('Number Of Items', '1'), ('Microphone Form Factor', 'With Microphone'), ('Headphones Form Factor', 'In Ear'), ('Battery Average Life', '15 Hours'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium Ion'), ('Connector Type', 'Bluetooth'), ('Has Self Timer', 'No')],)",351.00 (14%)
30% of reviews have 1 stars,8% of reviews have 2 stars,11% of reviews have 3 stars,17% of reviews have 4 stars,35% of reviews have 5 stars,,"1,499.00",Sketchfab Extra bass Headphone Information,399.00,3.2 out of 5 stars,548 ratings,Sketchfab Extra bass Headphones Over The Ear Headset with Deep bass (White),https://www.amazon.in/Sketchfab-Extra-Headphones-Headset-White/dp/B082185P8X/ref=sr_1_25_sspa?dchild=1&qid=1594237116&s=electronics&sr=1-25-spons&x=10&y=7&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUE4T1E2S1BHM1gxUEQmZW5jcnlwdGVkSWQ9QTA0Nzk3OTlGS0ZQU0MzSjhDSTkmZW5jcnlwdGVkQWRJZD1BMDE0OTI1ODEwVEhHV0cyRkk2MVEmd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3NlJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,Sketchfab® Official,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A370SLADE2JYV4,"([('Brand', 'Sketchfab'), ('Model', 'XB-50'), ('Item Weight', '49.9 g'), ('Product Dimensions', '10 x 12 x 2 cm'), ('Item model number', 'XB-50'), ('Compatible Devices', 'XB-50'), ('Additional Features', 'Over-Ear, Collapsible'), ('Headphones Form Factor', 'Over Ear'), ('Batteries Required', 'No'), ('Material', 'PLASTIC')],)","1,100.00 (73%)"
10% of reviews have 1 stars,4% of reviews have 2 stars,9% of reviews have 3 stars,26% of reviews have 4 stars,51% of reviews have 5 stars,"boAt BassHeads 100 Stereo In-Ear Earphones are designed to give you an experience which no other product can match. As the headphones feature 10mm drivers, they give you clear sound with that enhanced bass. In built noise isolation mic ensures you don’t miss those important calls. With two exciting colours that match your style in your day, the boAt earphones are the ideal choice for anyone who can carry the “Hawk Attitude”. Just plug them in and plug into Nirvana. For Warranty and Product Related Queries, please contact_us on: [+912249461882]",999.00,boAt BassHeads 100 in-Ear Wired Headphone Information,399.00,4.0 out of 5 stars,"69,111 ratings","boAt BassHeads 100 in-Ear Wired Earphones with Super Extra Bass, in-line Mic, Hawk Inspired Design and Perfect Length Cable (Taffy Pink)",https://www.amazon.in/Boat-BassHeads-100-Inspired-Earphones/dp/B07GPXXNNG/ref=sr_1_12?dchild=1&qid=1594237116&s=electronics&sr=1-12&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'Boat'), ('Model', 'BassHeads 100'), ('Model Name', 'BassHeads 100'), ('Item Weight', '31.8 g'), ('Product Dimensions', '120 x 0.1 x 0.2 cm'), ('Item model number', 'BassHeads 100'), ('Compatible Devices', 'All 3.5mm Jack device'), ('Additional Features', 'Premium HD sound, in-line Mic'), ('Included Components', 'Earphone and 3 Pair of Earbuds'), ('Number Of Items', '1'), ('Microphone Form Factor', 'HD microphone'), ('Headphones Form Factor', 'In Ear'), ('Batteries Included', 'No'), ('Batteries Required', 'No'), ('Connector Type', 'Wired')],)",600.00 (60%)
16% of reviews have 1 stars,7% of reviews have 2 stars,13% of reviews have 3 stars,23% of reviews have 4 stars,41% of reviews have 5 stars,"Small enough for optimum wearing comfort and big enough to deliver crisp, non-distorted sound, the 14.8 mm speaker driver is an ideal size for listening enjoyment.Bass beat vents allow air movement for better sound with a deep rich bass.",349.00,Philips SHE1350 In-Ear Headphone Information,149.00,3.7 out of 5 stars,"3,037 ratings",Philips SHE1350 In-Ear Headphones (Black),https://www.amazon.in/Philips-SHE1350-In-Ear-Headphones-Black/dp/B000RO9QE0/ref=sr_1_51?dchild=1&qid=1594318654&s=electronics&sr=1-51&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'PHILIPS'), ('Model', 'SHE1350/00'), ('Model Year', '2015'), ('Item Weight', '18.1 g'), ('Product Dimensions', '8.4 x 2.7 x 11.6 cm'), ('Item model number', 'SHE1350/00'), ('Additional Features', 'in-ear'), ('Microphone Form Factor', 'No Microphone'), ('Headphones Form Factor', 'In Ear'), ('Batteries Included', 'No'), ('Batteries Required', 'No'), ('Connector Type', 'Wired'), ('Includes Rechargable Battery', 'No')],)",200.00 (57%)
9% of reviews have 1 stars,4% of reviews have 2 stars,10% of reviews have 3 stars,26% of reviews have 4 stars,51% of reviews have 5 stars,"Enjoy your music while you stay on the move with boAt Rockerz 400; it’s time for Super Extra Bass. Equipped with 40mm Dynamic Audio Drivers, soak up each moment of the immersive audio experience. Hit up all the spots in your town with the lightweight, foldable design and soft earcups offering you a comfortable experience with passive noise cancellation. Ensure that you row towards the shores of Nirvana with Wireless Bluetooth as well as wired connectivity on Rockerz 400. You can connect to your favorite audio or visual interests enthusiastically, with up to 8 hours of playtime to guarantee that you go the distance. It allows for easy accessibility to the integrated controls to manage your music and calls while you are on the go. Wear your attitude with style on boAt Rockerz 400.","2,990.00",boAt Rockerz 400 Bluetooth Headphone Information,"1,499.00",4.1 out of 5 stars,"43,080 ratings","boAt Rockerz 400 Bluetooth Headphone with Super Extra Bass, Up to 8H Playtime, Dual Connectivity Modes, Foldable Earcups and Lightweight Design (Black/Blue)",https://www.amazon.in/Boat-Rockerz-400-Bluetooth-Headphones/dp/B01FSYQ01K/ref=sr_1_50?dchild=1&qid=1594318654&s=electronics&sr=1-50&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'Boat'), ('Model', 'rockerz-400'), ('Model Name', 'Rockerz'), ('Item Weight', '122 g'), ('Product Dimensions', '16 x 6.5 x 17.5 cm'), ('Batteries:', '1 Lithium Polymer batteries required. (included)'), ('Item model number', 'rockerz-400'), ('Hardware Platform', 'Tablet, Laptop, Smartphone'), ('Compatible Devices', 'All Mobiles, Laptop And Tablets'), ('Additional Features', 'on-ear'), ('Included Components', '1xRockerz 400, Manual, Audio Cable and Charging Cable'), ('Number Of Items', '1'), ('Microphone Form Factor', 'with microphone'), ('Headphones Form Factor', 'With Microphone^Sports &amp; Fitness^Volume Control'), ('Voltage', '220 Volts'), ('Battery Average Life', '8 Hours'), ('Battery Average Life Standby', '100 Hours'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Capacity', '300'), ('Battery Cell Composition', 'Lithium Polymer'), ('Connector Type', 'Bluetooth Wireless, Wired 3.5mm Single Pin'), ('Material', 'Wireless Headphone, Manual, Audio Cable, Charging Cable')],)","1,491.00 (50%)"
16% of reviews have 1 stars,5% of reviews have 2 stars,8% of reviews have 3 stars,16% of reviews have 4 stars,55% of reviews have 5 stars,This headphone with a user-friendly design and a life-like rhythmic reaction can be a great accessory for music enthusiasts.,"2,499.00",MuveAcoustics Impulse Wired On-Ear Headphone Information,649.00,3.9 out of 5 stars,"1,777 ratings",MuveAcoustics Impulse Wired On-Ear Headphones with Microphone (Steel Black),https://www.amazon.in/MuveAcoustics-Impulse-MA-1500SB-Wired-Headphones/dp/B01MQNB4A8/ref=sr_1_52?dchild=1&qid=1594318654&s=electronics&sr=1-52&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'MuveAcoustics'), ('Model', 'MA-1500SB'), ('Model Name', 'Impulse'), ('Item Weight', '168 g'), ('Product Dimensions', '16.2 x 18 x 7.4 cm'), ('Item model number', 'MA-1500SB'), ('Hardware Platform', 'Smartphone'), ('Compatible Devices', 'Android, Windows, Apple iOS'), ('Additional Features', 'on-ear'), ('Included Components', 'Impulse Headphones, Audio Cable, User Manual and Warranty'), ('Number Of Items', '1'), ('Has Image Stabilization', 'No'), ('Microphone Form Factor', 'With Microphone'), ('Headphones Form Factor', 'On Ear'), ('Batteries Included', 'No'), ('Batteries Required', 'No'), ('Connector Type', 'Wired'), ('Material', 'Plastic'), ('Has Auto Focus', 'No'), ('Has Self Timer', 'No')],)","1,850.00 (74%)"
20% of reviews have 1 stars,7% of reviews have 2 stars,12% of reviews have 3 stars,21% of reviews have 4 stars,40% of reviews have 5 stars,"Latest Bluetooth 5.0 technology, PTron BassFest in-ear wireless headphones offers incredible high fidelity sound quality with high bass and crystal clear treble. With Ergonomic lightweight design and silicone ear hooks, these Bluetooth headphones are secure in your ears and rest comfortably in the ear canal to guarantee fatigue-free and tangle free comfort. Advanced Bluetooth chipset ensures seamless wireless connectivity within the range of 10 meters, low battery consumption and fast pairing. These wireless earphones with built-in microphone ensure hands-free music and call management. Just press the multi-function buttons on the in-line remote control. Enjoy music playtime up to 4 hours and about 3.5 hours of talk time on a single full charge. Super quick charge time of only 1.1 hours and 90 hours of standby time. Pеrfесt headsets for аudіо lovers. 10mm dynamic drіvеrs dеlіvеr full dуnаmіс rаngе аnd high bаѕѕ. Prоfеѕѕіоnаllу tunеd for mаxіmum сlаrіtу аnd balance. Ensure уоu a bеttеr ѕtrеаm ѕkір-frее аudіо еxреrіеnсе. 1 year warranty from the manufacturer from the date of purchase by the end consumer.",800.00,pTron BassFest Stereo in-Ear Wireless Bluetooth Headphone Information,518.00,3.5 out of 5 stars,"3,849 ratings",pTron BassFest Stereo in-Ear Wireless Bluetooth Headphones with Mic - (Black),https://www.amazon.in/BassFest-Stereo-Wireless-Bluetooth-Headphones/dp/B07WTHKBCQ/ref=sr_1_47?dchild=1&qid=1594318654&s=electronics&sr=1-47&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'PTron'), ('Model', 'BassFest'), ('Model Name', 'BassFest'), ('Item Weight', '13.6 g'), ('Product Dimensions', '68 x 1.2 x 1.2 cm'), ('Batteries:', '1 Lithium Polymer batteries required. (included)'), ('Item model number', 'BassFest'), ('Compatible Devices', 'All Smartphones, Bluetooth Enabled Tablets/Laptops/Computers'), ('Additional Features', 'wireless'), ('Included Components', 'Bluetooth Earphones, Micro USB Charging Cable'), ('Number Of Items', '2'), ('Microphone Form Factor', 'with microphone'), ('Headphones Form Factor', 'In Ear'), ('Battery Average Life', '4 Hours'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium Polymer'), ('Connector Type', 'Bluetooth'), ('Material', 'ABS'), ('Has Self Timer', 'No')],)",282.00 (35%)
25% of reviews have 1 stars,9% of reviews have 2 stars,12% of reviews have 3 stars,20% of reviews have 4 stars,35% of reviews have 5 stars,"The JBL T205BT headphones offer a grab 'n' go, wireless solution for your everyday usage along with the ability to make or take hands free calls and 6 hours of battery life. Imagine headphones that quickly charge in 2 hours, come in distinctive colours, feature a flat tangle free cable and are lightweight enough to comfortably wear for hours on end. And when you combine magnets that ensure the headphones are not dangling when not in use, the tangle-free cable and the comfort of the ergonomic ear-tips and neckband design, it’s easy to see how the JBL T205BTBT headphones can become an essential part of your day-to-day music loving life. Inside the premium housing is a pair of 12.5 mm drivers which will punch out some serious bass, while the soft, ergonomically shaped earbuds ensure the listening experience remains comfortable for long-listening hours.","2,999.00",JBL T205BT Pure Bass Wireless Metal Earbud Headphone Information,"1,699.00",3.3 out of 5 stars,"10,778 ratings",JBL T205BT Pure Bass Wireless Metal Earbud Headphones with Mic (Black),https://www.amazon.in/JBL-T205BT-Wireless-Earbud-Headphones/dp/B07B9G75Z9/ref=sr_1_46?dchild=1&qid=1594318654&s=electronics&sr=1-46&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'JBL'), ('Model', 'JBLT205BTBLK'), ('Model Name', 'T205BT'), ('Model Year', '2018'), ('Item Weight', '54.4 g'), ('Product Dimensions', '4.2 x 6.1 x 17.5 cm'), ('Batteries:', '1 Lithium Polymer batteries required. (included)'), ('Item model number', 'JBLT205BTBLK'), ('Compatible Devices', 'Audio Player , Laptop, Mobile, Tablet'), ('Additional Features', 'Aluminium Finish, Ergonomically designed earbuds, Tangle free flat cable'), ('Included Components', '1 pair of T205BT Headphones &amp; Warranty Card'), ('Number Of Items', '1'), ('Microphone Form Factor', 'With Microphone'), ('Headphones Form Factor', 'In Ear'), ('Voltage', '3.7 Volts'), ('Battery Average Life', '6 Hours'), ('Battery Average Life Standby', '6 Hours'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Capacity', '120.0'), ('Battery Cell Composition', 'Lithium Polymer'), (' GSM frequencies ', '20 KHz'), ('Connector Type', 'Bluetooth'), ('Material', 'Metal'), ('Supports Bluetooth Technology', 'Yes')],)","1,300.00 (43%)"
11% of reviews have 1 stars,4% of reviews have 2 stars,9% of reviews have 3 stars,25% of reviews have 4 stars,50% of reviews have 5 stars,boAt Rockerz 450 is an on-ear wireless headset that has been ergonomically designed to meet the needs of music lovers. The headphones come equipped with Bluetooth for instant wireless connectivity. Its powerful 300mAh battery provides a playtime of up to 8 hours for an extended audio bliss. Its 40mm dynamic drivers help supply immersive musical experience to the user with immersive sound. The user can utilize the headset via dual connectivity in the form of Bluetooth and AUX. The ergonomically styled on-ear headphone is equipped with adjustable comfortable earcups to provide that ultimate comfortable listening time,"3,990.00",boAt Rockerz 450 Wireless Bluetooth Headphone Information,"1,499.00",4.0 out of 5 stars,"3,522 ratings","boAt Rockerz 450 Wireless Bluetooth Headphone with Up to 8H Playback, Adaptive Lightweight Design, Immersive Audio, Easy Access Controls and Dual Mode Compatibility (Luscious Black)",https://www.amazon.in/Rockerz-450-Wireless-Bluetooth-Headphone/dp/B07PR1CL3S/ref=sr_1_43?dchild=1&qid=1594318654&s=electronics&sr=1-43&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'Boat'), ('Model', 'Rockerz 450'), ('Model Name', 'Rockerz 450'), ('Item Weight', '200 g'), ('Product Dimensions', '17.5 x 7.8 x 17.6 cm'), ('Batteries:', '1 Lithium ion batteries required. (included)'), ('Item model number', 'Rockerz 450'), ('Compatible Devices', 'All Bluetooth Devices'), ('Additional Features', 'ANC'), ('Included Components', 'Headphones, User Manual, Charging Cable'), ('Number Of Items', '1'), ('Microphone Form Factor', 'In-Line;Built-In'), ('Headphones Form Factor', 'On Ear'), ('Battery Average Life', '8 Hours'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium'), ('Connector Type', 'Bluetooth')],)","2,491.00 (62%)"
19% of reviews have 1 stars,7% of reviews have 2 stars,11% of reviews have 3 stars,21% of reviews have 4 stars,41% of reviews have 5 stars,"The pristine the journey of your life is here to begin, as you ride through the highest waves of Nirvana on your boAt Airdopes 201. Just connect to the magic with Bluetooth V5.0 connectivity that runs for up to 3 hours of charge at a time. The immersive audio is built to help you experience the unreal, as you get to witness the sound. The lightweight design is made to take on a hurricane with its minimalistic design. Keep the earbuds in the 470mAh charging case as you carry your style along with your music that allows for an additional playtime of up to 12 hours. The minimalistic earbud design with earhooks and the easy access integrated controls for a superior user experience add to its tally for being an amazing pair of TWS earbuds. It is IPX4 rated to offer protection against sweat or water troubles while you stay plugged into your sound. Activate voice assistant with just a single press and play the game your way with the boAt Airdopes 201.","3,999.00",boAt Airdopes 201 True Wireless Earbuds Headphone Information,"1,999.00",3.6 out of 5 stars,"2,575 ratings","boAt Airdopes 201 True Wireless Earbuds with Up to 15H Total Playback, IPX4 Water Resistance, Secure Fit Earhooks, Immersive Audio and BT V5.0(Active Black)",https://www.amazon.in/Airdopes-201-Wireless-Resistance-Assistant/dp/B07VTQGCF4/ref=sr_1_45?dchild=1&qid=1594318654&s=electronics&sr=1-45&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'Boat'), ('Model', 'Airdopes 201'), ('Model Name', 'Airdopes'), ('Item Weight', '9.07 g'), ('Product Dimensions', '2.4 x 2.2 x 1.8 cm'), ('Batteries:', '1 Lithium ion batteries required. (included)'), ('Item model number', 'Airdopes 201'), ('Compatible Devices', 'ios,Android,Laptop,Music Player and other BT Compatabile Devices'), ('Additional Features', 'water-resistant'), ('Included Components', '1xboAt Airdopes 201, 1xCharging Cable, 1xUSB Charging Cable, 2xPairs of additional earmuffs (S,M,L), 1xUser Manual'), ('Number Of Items', '1'), ('Microphone Form Factor', 'In-Line;Built-In'), ('Headphones Form Factor', 'In Ear'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium'), ('Connector Type', 'Bluetooth'), ('Has Self Timer', 'No')],)","2,000.00 (50%)"
19% of reviews have 1 stars,8% of reviews have 2 stars,14% of reviews have 3 stars,23% of reviews have 4 stars,37% of reviews have 5 stars,"Listen to podcasts or play back to back melodies without the hindrance of wired tangle mess-up is going to be easy breezy with Thunder wireless headphone. It comes with large and comfortable ear-cups and soft padding on the adjustable headband. Playback is supported through BT, 3.5mm aux input and MicroSD card. You can also tune in to your favourite FM channel with built-in FM tuner. 40mm drivers ensures wider frequency response and excellent sound reproduction. All this with long playback time of 8 hours in BT mode.","1,199.00",Zebronics Zeb-Thunder Wireless BT Headphone Information,840.00,3.5 out of 5 stars,"2,662 ratings","Zebronics Zeb-Thunder Wireless BT Headphone with Built-in FM,AUX Connectivity and Micro SD Card Support(Black)",https://www.amazon.in/Zebronics-Zeb-Thunder-Bluetooth-Headphone-Input/dp/B07L8KNP5F/ref=sr_1_53_sspa?dchild=1&qid=1594318654&s=electronics&sr=1-53-spons&x=10&y=7&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExTkVLTFlYMENRV0k2JmVuY3J5cHRlZElkPUEwMTI3MTcyMk1VSjVRWTMxV0dFMSZlbmNyeXB0ZWRBZElkPUEwMTM3Mzk1TUNRU09RSlZTMlo3JndpZGdldE5hbWU9c3BfYnRmX2Jyb3dzZSZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'Zebronics'), ('Model', 'ZEB-Thunder'), ('Model Name', 'ZEB-Thunder'), ('Item Weight', '259 g'), ('Product Dimensions', '8.4 x 15.4 x 22.2 cm'), ('Batteries:', '1 Lithium ion batteries required. (included)'), ('Item model number', 'ZEB-Thunder'), ('Compatible Devices', 'All Android Mobile Phones, Tablets, IPhone &amp; IPAD'), ('Additional Features', 'FM Radio,Supports microSD,AUX Function'), ('Included Components', 'Headphone'), ('Number Of Items', '1'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'Over Ear'), ('Batteries Included', 'Yes'), ('Batteries Required', 'No'), ('Battery Cell Composition', 'Lithium Ion'), ('Connector Type', 'Bluetooth, Wired')],)",359.00 (30%)
