Vessel_Name,Flag,Callsign,Vessel_Type,AIS_Type,Year_Built,GT,DWT,Size_m
CAP SAN MARCO,Denmark,OXDI2,Container Ship,Cargo ship (HAZ-A),2013,118938,118938,333 / 48
CAP SAN RAPHAEL,Denmark,OXCL2,Container Ship,Cargo ship,2014,118938,118938,333 / 48
CAP SAN AUGUSTIN,Denmark,OXUN2,Container Ship,Cargo ship,2013,118938,118938,333 / 48
CAP SAN ANTONIO,Denmark,OXCQ2,Container Ship,Cargo ship (HAZ-A),2014,118938,118938,333 / 48
CAP SAN NICOLAS,Denmark,OXHI2,Container Ship,Cargo ship (HAZ-A),2013,118938,118938,333 / 48
AL HAMRA,Liberia,ELTL9,LNG Tanker,Tanker,1997,116703,116703,289 / 48
SANTOS EXPRESS,Germany,DJQD2,Container Ship,Cargo ship,2017,118945,118945,333 / 48
SK AUDACE,Panama,3EKM6,LNG Tanker,Tanker,2017,117031,117031,292 / 48
VALPARAISO EXPRESS,Germany,DJPZ2,Container Ship,Cargo ship (HAZ-A),2016,118945,118945,333 / 48
OCEAN WORLD,Hong Kong,VRIB5,Bulk Carrier,Cargo ship,2011,116955,116955,325 / 53
OCEAN CHINA,Hong Kong,VRIB6,Bulk Carrier,Cargo ship,2011,116955,116955,325 / 53
YAMAL SPIRIT,Bahamas,C6DG3,LNG Tanker,Tanker (HAZ-D),2019,117162,117162,294 / 48
SAIPEM 7000,Bahamas,C6NO5,Pipe Layer,Other type,1987,117812,117812,198 / 87
FSRU TOSCANA,Italy,IBAH,Offshore Support Vessel,Unknown,2003,117916,117916,306 / 48
LALLA FATMA NSOUMER,Bahamas,C6TT8,LNG Tanker,Tanker (HAZ-D),2004,118363,118363,290 / 49
MARSHAL VASILEVSKIY,Russia,UBQR5,Offshore Support Vessel,Unknown,2018,118423,118423,295 / 46
BERGE PACIFIC,Norway,-,Bulk Carrier,-,1986,118491,118491,315 / 56
SK RESOLUTE,Panama,3EYY,LNG Tanker,Tanker,2018,117031,117031,292 / 48
FUJI LNG,Malta,9HA3332,LNG Tanker,Tanker (HAZ-D),2004,118219,118219,290 / 49
NSS DYNAMIC,Panama,HOIF,Bulk Carrier,Cargo ship,2002,118305,118305,317 / 55
ARCTIC DISCOVERER,Bahamas,C6UV5,LNG Tanker,Tanker (HAZ-A),2006,118571,118571,290 / 49
IBRI LNG,Panama,3EFH9,LNG Tanker,Tanker,2006,118608,118608,290 / 49
LA MANCHA KNUTSEN,Spain,EARD,LNG Tanker,Tanker,2016,116246,116246,284 / 46
RIOJA KNUTSEN,Spain,EARG,LNG Tanker,Tanker (HAZ-A),2016,116246,116246,290 / 46
SYMPHONIC BREEZE,Bahamas,C6WR9,LNG Tanker,Tanker (HAZ-D),2007,117895,117895,290 / 49
EXPERIENCE,Marshall Islands,V7XK5,Offshore Support Vessel,Tanker,2014,116486,116486,295 / 46
EXCELERATE SEQUOIA,Marshall Islands,V7A2830,Offshore Support Vessel,Tanker,2020,116282,116282,295 / 46
ARCTIC VOYAGER,Bahamas,C6VL2,LNG Tanker,Tanker (HAZ-B),2006,118571,118571,290 / 49
ORE VITORIA,Liberia,-,Bulk Carrier,-,1989,116427,116427,315 / 54
LNG ABALAMABIE,Bermuda,ZCER3,LNG Tanker,Tanker (HAZ-D),2016,116568,116568,292 / 48
CSCL SOUTH CHINA SEA,Hong Kong,VRNT8,Container Ship,Cargo ship (HAZ-A),2014,116568,116568,335 / 49
LNG FINIMA II,Bermuda,ZCEQ4,LNG Tanker,Tanker (HAZ-A),2015,116568,116568,292 / 48
CSCL EAST CHINA SEA,Hong Kong,VRNM3,Container Ship,Cargo ship,2014,116568,116568,335 / 49
LNG PORT-HARCOURT II,Bermuda,ZCEQ5,LNG Tanker,Tanker (HAZ-B),2015,116568,116568,292 / 48
FLEX RAINBOW,Marshall Islands,V7HJ7,LNG Tanker,Tanker,2018,115174,115174,293 / 46
LNG ABUJA II,Bermuda,ZCER2,LNG Tanker,Tanker (HAZ-D),2016,116568,116568,292 / 48
CSCL AUTUMN,Hong Kong,VRNA7,Container Ship,Cargo ship (HAZ-A),2014,116568,116568,335 / 49
FLEX RANGER,Marshall Islands,V7XI9,LNG Tanker,Tanker,2018,115174,115174,293 / 46
BRITISH LISTENER,United Kingdom,MAOR6,LNG Tanker,Tanker,2019,115366,115366,295 / 46
BRITISH PARTNER,United Kingdom,MAOS2,LNG Tanker,Tanker,2018,115366,115366,295 / 46
COSCO OCEANIA,Hong Kong,VRDQ5,Container Ship,Cargo ship,2008,115776,115776,349 / 46
HYUNDAI PEACEPIA,Panama,3EOW7,LNG Tanker,Tanker,2017,115541,115541,296 / 46
COSCO KAOHSIUNG,Hong Kong,VREM3,Container Ship,Cargo ship,2008,115776,115776,349 / 46
BRITISH CONTRIBUTOR,United Kingdom,MAOR7,LNG Tanker,Tanker,2018,115366,115366,295 / 46
COSCO PACIFIC,Hong Kong,VREC4,Container Ship,Cargo ship (HAZ-A),2008,115776,115776,349 / 46
COSCO TAICANG,Hong Kong,VREV9,Container Ship,Cargo ship (HAZ-A),2009,115933,115933,349 / 46
DIAMOND PRINCESS,United Kingdom,2HFZ7,Passenger (Cruise) Ship,Passenger ship,2004,115906,115906,290 / 38
SM EAGLE,Panama,3EMX3,LNG Tanker,Tanker (HAZ-D),2017,115716,115716,295 / 46
LNG CROSS RIVER,Bermuda,ZCDO2,LNG Tanker,Tanker (HAZ-D),2005,115993,115993,288 / 48
SAPPHIRE PRINCESS,United Kingdom,2HFZ6,Passenger (Cruise) Ship,Passenger ship,2004,115875,115875,290 / 38
LNG LAGOS II,Bermuda,ZCEQ7,LNG Tanker,Tanker (HAZ-A),2016,115995,115995,300 / 46
LNG ADAMAWA,Bermuda,ZCDM8,LNG Tanker,Tanker (HAZ-A),2005,115993,115993,289 / 48
LNG BONNY II,Bermuda,ZCEQ6,LNG Tanker,Tanker (HAZ-D),2015,115995,115995,300 / 46
VENTURA,Bermuda,ZCDT2,Passenger (Cruise) Ship,Passenger ship,2008,116017,116017,289 / 36
LNG AKWA IBOM,Bermuda,ZCDL9,LNG Tanker,Tanker (HAZ-D),2004,115993,115993,289 / 48
LNG RIVER NIGER,Bermuda,ZCDO3,LNG Tanker,Tanker,2006,115993,115993,288 / 48
CSCL SPRING,Hong Kong,VRMT6,Container Ship,Cargo ship (HAZ-A),2014,116603,116603,335 / 49
CSCL YELLOW SEA,Hong Kong,VRNG9,Container Ship,Cargo ship (HAZ-A),2014,116568,116568,335 / 49
CSCL WINTER,Hong Kong,VRNA3,Container Ship,Cargo ship (HAZ-A),2014,116603,116603,335 / 49
CSCL SUMMER,Hong Kong,VRMZ7,Container Ship,Cargo ship (HAZ-A),2014,116603,116603,335 / 49
BW TULIP,Singapore,9V5406,LNG Tanker,Tanker (HAZ-D),2018,114364,114364,295 / 46
KOTA PELANGI,Singapore,9V5296,Container Ship,Cargo ship,2018,114380,114380,330 / 48
BW PAVILION ARANDA,Singapore,9V6330,LNG Tanker,Tanker (HAZ-D),2019,114355,114355,295 / 46
BW LILAC,Malta,9HA4715,LNG Tanker,Tanker (HAZ-D),2018,114364,114364,295 / 46
LNG RIVERS,Bermuda,ZCDE3,LNG Tanker,Tanker (HAZ-B),2002,114354,114354,289 / 48
LNG SOKOTO,Bermuda,ZCDE4,LNG Tanker,Tanker (HAZ-D),2002,114354,114354,289 / 48
COSCO EUROPE,Panama,3EOC5,Container Ship,Cargo ship (HAZ-A),2008,114394,114394,349 / 46
COSCO AMERICA,Panama,3EPH4,Container Ship,Cargo ship,2008,114394,114394,349 / 46
COSCO ASIA,Panama,3ELQ8,Container Ship,Cargo ship (HAZ-A),2007,114394,114394,349 / 46
COSCO AFRICA,Panama,3ERX3,Container Ship,Cargo ship (HAZ-A),2008,114394,114394,349 / 46
COSTA PACIFICA,Italy,ICJA,Passenger (Cruise) Ship,Passenger ship,2009,114425,114425,290 / 36
LNG MERAK,Hong Kong,VRSF4,LNG Tanker,Tanker,2020,114790,114790,295 / 45
KINISIS,Liberia,D5NT9,LNG Tanker,Tanker,2018,114758,114758,295 / 46
GASLOG HONGKONG,Bermuda,ZCEV8,LNG Tanker,Tanker,2018,114470,114470,290 / 46
SEASPAN OSPREY,Hong Kong,VRTG6,Container Ship,Cargo ship,2017,113976,113976,330 / 48
PATRIS,Liberia,D5NT8,LNG Tanker,Tanker,2018,114758,114758,295 / 46
EXPRESS ROME,Liberia,A8YC2,Container Ship,Cargo ship (HAZ-A),2011,113973,113973,349 / 46
EXPRESS BERLIN,Greece,SVBY4,Container Ship,Cargo ship (HAZ-C),2011,113973,113973,349 / 46
HYUNDAI COSMOPIA,Korea,D7UT,LNG Tanker,Tanker (HAZ-D),2000,113998,113998,289 / 48
HMM PROMISE,Marshall Islands,V7VY7,Container Ship,Cargo ship,2018,114023,114023,330 / 48
HYUNDAI TECHNOPIA,Korea,D7UI,LNG Tanker,Tanker (HAZ-D),1999,113998,113998,289 / 48
MAERSK YUKON,Liberia,A8SI4,Container Ship,Cargo ship (HAZ-A),2009,114044,114044,349 / 46
ZIM ANTWERP,Liberia,A8SI6,Container Ship,Cargo ship,2009,114044,114044,349 / 46
TIANJIN,Liberia,A8SJ2,Container Ship,Cargo ship,2010,114044,114044,349 / 46
ZIM ROTTERDAM,Liberia,A8SI8,Container Ship,Cargo ship,2010,114044,114044,349 / 46
HMM BLESSING,Marshall Islands,V7JK6,Container Ship,Cargo ship,2018,114023,114023,330 / 48
PAPUA,Hong Kong,VRNH4,LNG Tanker,Tanker,2015,114166,114166,290 / 47
KOTA PURI,Hong Kong,VRSB5,Container Ship,Cargo ship,2019,114183,114183,330 / 48
GIGIRA LAITEBO,Bahamas,C6XC7,LNG Tanker,Tanker,2010,114277,114277,298 / 46
COSTA SERENA,Italy,ICAZ,Passenger (Cruise) Ship,Passenger ship,2007,114261,114261,290 / 36
COSTA CONCORDIA,Italy,-,Passenger (Cruise) Ship,-,2006,114147,114147,290 / 36
MARVEL KITE,Singapore,9V5099,LNG Tanker,Tanker,2019,114084,114084,293 / 46
SPIRIT OF HELA,Bahamas,C6XM2,LNG Tanker,Tanker,2010,114277,114277,298 / 46
LNG BAYELSA,Bermuda,ZCDF9,LNG Tanker,Tanker (HAZ-A),2003,114354,114354,289 / 48
MARIA ENERGY,Liberia,D5KZ6,LNG Tanker,Tanker,2016,113664,113664,290 / 46
CARNIVAL SPLENDOR,Panama,3EUS,Passenger (Cruise) Ship,Passenger ship,2008,113573,113573,290 / 36
MARAN GAS SPETSES,Greece,SVCS9,LNG Tanker,Tanker,2018,113665,113665,295 / 46
KOTA PUSAKA,Hong Kong,VRSB2,Container Ship,Cargo ship,2019,113746,113746,330 / 48
APL LE HAVRE,Singapore,9V9375,Container Ship,Cargo ship (HAZ-A),2012,113735,113735,349 / 46
APL GWANGYANG,Singapore,9V9374,Container Ship,Cargo ship,2011,113735,113735,349 / 46
APL CHONGQING,Singapore,9V9373,Container Ship,Cargo ship (HAZ-B),2011,113735,113735,349 / 46
GLOBAL ENERGY,Marshall Islands,V7A2886,LNG Tanker,Tanker,2020,113822,113822,295 / 46
SEASPAN RAPTOR,Hong Kong,VRRQ7,Container Ship,Cargo ship,2018,113828,113828,330 / 48
SEASPAN HARRIER,Hong Kong,VRRQ8,Container Ship,Cargo ship,2018,113828,113828,330 / 48
MONTEVIDEO EXPRESS,Singapore,9V6819,Container Ship,Cargo ship,2018,113828,113828,330 / 48
SEASPAN FALCON,Hong Kong,VRRN8,Container Ship,Cargo ship,2018,113828,113828,330 / 48
KOTA PETANI,Hong Kong,VRSB4,Container Ship,Cargo ship,2018,113828,113828,330 / 48
KOTA PEMIMPIN,Hong Kong,VRRN7,Container Ship,Cargo ship,2018,113828,113828,330 / 48
MUREX,Bahamas,C6CH7,LNG Tanker,Tanker (HAZ-D),2017,113263,113263,295 / 46
MARVEL FALCON,Singapore,9V5057,LNG Tanker,Tanker,2018,114084,114084,293 / 46
APL QINGDAO,Malta,9HA5178,Container Ship,Cargo ship (HAZ-A),2012,113735,113735,349 / 46
CROWN PRINCESS,Bermuda,ZCDM6,Passenger (Cruise) Ship,Passenger ship,2006,113561,113561,289 / 36
MEGARA,Bahamas,C6CI2,LNG Tanker,Unknown (HAZ-D),2018,113263,113263,295 / 46
MV C0STA FAVOLOSA,Italy,ICPK,Passenger (Cruise) Ship,Passenger ship,2011,113307,113307,290 / 36
CESI GLADSTONE,Hong Kong,VRPI2,LNG Tanker,Tanker,2016,113397,113397,290 / 46
MAGDALA,Bahamas,C6CH8,LNG Tanker,Tanker,2018,113263,113263,295 / 46
CESI BEIHAI,Hong Kong,VRPI4,LNG Tanker,Tanker,2017,113397,113397,290 / 46
NAVIOS CONSTELLATION,Liberia,D5NX3,Container Ship,Cargo ship,2011,113412,113412,350 / 46
ATHENIAN,Liberia,D5NV8,Container Ship,Cargo ship (HAZ-A),2011,113412,113412,350 / 46
ATHOS,Liberia,D5NX2,Container Ship,Cargo ship,2011,113412,113412,350 / 46
COSTA FASCINOSA,Italy,ICPO,Passenger (Cruise) Ship,Passenger ship,2012,113321,113321,290 / 36
MARAN GAS LETO,Greece,SVCC3,LNG Tanker,Tanker,2016,113502,113502,290 / 46
GRACE,Tuvalu,-,Bulk Carrier,-,1983,113342,113342,312 / 50
MARAN GAS AGAMEMNON,Greece,SVCH6,LNG Tanker,Tanker,2016,113502,113502,290 / 46
NAVIOS UNISON,Liberia,D5OA4,Container Ship,Cargo ship (HAZ-A),2010,113412,113412,350 / 46
MARAN GAS PERICLES,Greece,SVCI8,LNG Tanker,Tanker,2016,113502,113502,290 / 46
MARAN GAS ULYSSES,Greece,SVCH7,LNG Tanker,Tanker,2017,113502,113502,290 / 46
MAERSK GENOA,Hong Kong,VRPJ7,Container Ship,Cargo ship (HAZ-A),2016,113042,113042,337 / 48
ARISTOMENIS,Liberia,D5OA5,Container Ship,Cargo ship (HAZ-A),2011,113515,113515,350 / 46
SEASPAN BRAVO,Hong Kong,VRNJ2,Container Ship,Cargo ship,2014,113042,113042,337 / 48
MOL BEACON,Hong Kong,VROB9,Container Ship,Cargo ship (HAZ-A),2015,113042,113042,337 / 48
SEASPAN BELIEF,Hong Kong,VROD3,Container Ship,Cargo ship (HAZ-D),2015,113042,113042,337 / 48
MOL BEYOND,Hong Kong,VRPN8,Container Ship,Cargo ship (HAZ-A),2016,113042,113042,337 / 48
MAERSK GUAYAQUIL,Hong Kong,VROS8,Container Ship,Cargo ship,2015,113042,113042,337 / 48
MAERSK GIBRALTAR,Hong Kong,VRPN6,Container Ship,Cargo ship (HAZ-A),2016,113042,113042,337 / 48
FLEX ENDEAVOUR,Malta,9HA5090,LNG Tanker,Tanker (HAZ-D),2018,113049,113049,295 / 46
MSC MADHU B,Madeira,CQIP6,Container Ship,Cargo ship (HAZ-A),2017,113112,113112,330 / 48
MOL BEAUTY,Hong Kong,VROG7,Container Ship,Cargo ship (HAZ-A),2015,113042,113042,337 / 48
MSC SHUBA B,Madeira,CQIP2,Container Ship,Cargo ship,2017,113112,113112,330 / 48
MSC NITYA B,Madeira,CQIP4,Container Ship,Cargo ship (HAZ-A),2017,113112,113112,330 / 48
OAK SPIRIT,Bahamas,C6BF4,LNG Tanker,Tanker,2016,113263,113263,295 / 46
OUGARTA,Algeria,7TGD,LNG Tanker,Tanker (HAZ-D),2017,112867,112867,291 / 46
TESSALA,Algeria,7TGI,LNG Tanker,Tanker (HAZ-D),2016,112867,112867,291 / 46
MSC YASHI B,Madeira,CQIP7,Container Ship,Cargo ship (HAZ-A),2018,113112,113112,330 / 48
CARIBBEAN PRINCESS,Bermuda,ZCDG8,Passenger (Cruise) Ship,Passenger ship,2004,112894,112894,290 / 36
BOLD CHALLENGER,St Kitts & Nevis,-,Bulk Carrier,-,1988,112895,112895,325 / 52
MSC SHREYA B,Madeira,CQIP3,Container Ship,Tanker (HAZ-C),2017,113112,113112,330 / 48
SEASPAN YANGTZE,Hong Kong,VRNA8,Container Ship,Cargo ship,2014,112967,112967,337 / 48
MAERSK GUATEMALA,Hong Kong,VROS7,Container Ship,Cargo ship (HAZ-A),2015,113042,113042,337 / 48
SEASPAN AMAZON,Hong Kong,VRNF8,Container Ship,Cargo ship (HAZ-A),2014,112967,112967,337 / 48
SEASPAN GANGES,Hong Kong,VRMV8,Container Ship,Cargo ship (HAZ-A),2014,112967,112967,336 / 48
SEASPAN BRIGHTNESS,Hong Kong,VRNL9,Container Ship,Cargo ship (HAZ-C),2014,113042,113042,337 / 48
CMA CGM TUTICORIN,Hong Kong,VRNY5,Container Ship,Cargo ship (HAZ-D),2015,112967,112967,337 / 48
CMA CGM MUMBAI,Hong Kong,VRRP8,Container Ship,Cargo ship (HAZ-A),2018,112967,112967,336 / 48
CMA CGM MUNDRA,Hong Kong,VRRP7,Container Ship,Cargo ship (HAZ-B),2018,112967,112967,336 / 48
SEASPAN THAMES,Hong Kong,VRNA9,Container Ship,Cargo ship (HAZ-A),2014,112967,112967,337 / 48
CMA CGM COCHIN,Hong Kong,VRRQ4,Container Ship,Cargo ship (HAZ-A),2018,112967,112967,336 / 48
SEASPAN HUDSON,Hong Kong,VRNY4,Container Ship,Cargo ship (HAZ-A),2015,112967,112967,337 / 48
MARAN GAS AMPHIPOLIS,Greece,SVCI3,LNG Tanker,Tanker,2016,113037,113037,295 / 46
CMA CGM CALCUTTA,Denmark,OXGL2,Container Ship,Cargo ship,2018,112967,112967,336 / 48
MARAN GAS VERGINA,Greece,SVCM9,LNG Tanker,Tanker,2016,113037,113037,295 / 46
SEASPAN ZAMBEZI,Hong Kong,VRNF7,Container Ship,Cargo ship (HAZ-A),2014,112967,112967,336 / 48
MOL BELLWETHER,Hong Kong,VROG8,Container Ship,Cargo ship (HAZ-A),2015,113042,113042,337 / 48
MACOMA,Bahamas,C6CH4,LNG Tanker,Tanker,2017,113263,113263,295 / 46
MOL BENEFACTOR,Hong Kong,VRPJ6,Container Ship,Cargo ship (HAZ-A),2016,113042,113042,337 / 48
SEASPAN BREEZE,Hong Kong,VRNL8,Container Ship,Cargo ship (HAZ-A),2014,113042,113042,337 / 48
TORBEN SPIRIT,Bahamas,C6CN5,LNG Tanker,Tanker,2017,113263,113263,295 / 46
SCF MELAMPUS,Liberia,D5FW4,LNG Tanker,Tanker,2015,113876,113876,300 / 46
RUBY PRINCESS,Bermuda,ZCDY2,Passenger (Cruise) Ship,Passenger ship,2008,113561,113561,289 / 36
PSKOV,Liberia,D5FC8,LNG Tanker,Tanker (HAZ-D),2014,113876,113876,300 / 46
VELIKIY NOVGOROD,Liberia,D5FB3,LNG Tanker,Tanker (HAZ-D),2014,113876,113876,300 / 46
SEASPAN BRILLIANCE,Hong Kong,VRNL2,Container Ship,Cargo ship (HAZ-A),2014,113042,113042,337 / 48
EXPRESS ATHENS,Liberia,A8YC3,Container Ship,Cargo ship (HAZ-A),2011,113973,113973,349 / 49
EMERALD PRINCESS,Bermuda,ZCDP8,Passenger (Cruise) Ship,Passenger ship,2007,113561,113561,289 / 36
PACIFIC NOTUS,Bahamas,C6TC2,LNG Tanker,Tanker,2003,111553,111553,290 / 46
SCF MITRE,Liberia,D5FW6,LNG Tanker,Tanker (HAZ-D),2015,113876,113876,300 / 46
MEIN SCHIFF 2,Malta,9HA4883,Passenger (Cruise) Ship,Passenger ship,2019,111554,111554,316 / 36
FSO NABARIMA,Venezuela,YYJS,FPSO,Unknown,2005,112213,112213,264 / 52
MSC BIANCA,Liberia,D5SO7,Container Ship,Cargo ship,2019,112695,112695,328 / 48
HOEGH GALLEON,Norway,LAHH8,Offshore Support Vessel,Tanker (HAZ-D),2019,111980,111980,298 / 43
MEIN SCHIFF 1,Malta,9HA4683,Passenger (Cruise) Ship,Passenger ship,2018,111554,111554,316 / 42
MSC AINO,Liberia,D5UC2,Container Ship,Cargo ship (HAZ-B),2019,112695,112695,328 / 48
CASTILLO-SANTISTEBAN,Malta,9HA2217,LNG Tanker,Tanker (HAZ-A),2010,111665,111665,300 / 46
GOLAR MAZO,Liberia,ELXI6,LNG Tanker,Tanker (HAZ-B),2000,111835,111835,290 / 47
LNG JAMAL,Japan,JPHB,LNG Tanker,Tanker (HAZ-C),2000,112090,112090,290 / 46
GASLOG GENEVA,Bermuda,ZCEU2,LNG Tanker,Tanker,2016,112764,112764,291 / 46
GASLOG GLASGOW,Bermuda,ZCES6,LNG Tanker,Tanker (HAZ-C),2016,112764,112764,291 / 46
SEVILLA KNUTSEN,Spain,EANB,LNG Tanker,Tanker,2010,110920,110920,290 / 46
VALENCIA KNUTSEN,Spain,EAUZ,LNG Tanker,Tanker (HAZ-D),2010,110920,110920,290 / 46
SHAHAMAH,Liberia,ELQX7,LNG Tanker,Tanker,1994,110895,110895,293 / 46
ISH,Liberia,ELSG8,LNG Tanker,Tanker,1995,110895,110895,293 / 46
TERRA NOVA FPSO,Canada,VCXF,Offshore Support Vessel,Other type,2000,110720,110720,292 / 46
BARCELONA KNUTSEN,Spain,EACW,LNG Tanker,Tanker,2010,110920,110920,290 / 46
AL KHAZNAH,Liberia,ELQQ7,LNG Tanker,Tanker,1994,110895,110895,293 / 46
GASLOG GREECE,Bermuda,ZCER6,LNG Tanker,Tanker (HAZ-A),2016,112764,112764,291 / 46
GHASHA,Liberia,ELRM6,LNG Tanker,Tanker,1995,110895,110895,293 / 46
DUKHAN,Liberia,A8FG3,LNG Tanker,Tanker,2004,111162,111162,298 / 46
AL RAYYAN,Japan,JMTQ,LNG Tanker,Tanker,1997,111128,111128,298 / 46
HOEGH GIANT,Marshall Islands,V7SS9,Offshore Support Vessel,Tanker,2017,110338,110338,294 / 46
STENA CRYSTAL SKY,United Kingdom,2GRR6,LNG Tanker,Tanker,2011,109949,109949,298 / 46
RIBERA DUERO KNUTSEN,Norway,LAHM7,LNG Tanker,Tanker,2010,111109,111109,290 / 46
CMA CGM IVANHOE,Germany,DFPJ2,Container Ship,Cargo ship,2008,111249,111249,350 / 43
CAMELLIA,Korea,-,Bulk Carrier,-,1990,110352,110352,312 / 50
CARNIVAL VALOR,Panama,H3VR,Passenger (Cruise) Ship,Passenger ship,2004,110438,110438,290 / 36
CMA CGM PELLEAS,Germany,DFPH2,Container Ship,Cargo ship (HAZ-A),2008,111249,111249,350 / 43
OCEAN,Comoros,-,Bulk Carrier,-,1994,110489,110489,311 / 50
CARNIVAL GLORY,Panama,3FPS9,Passenger (Cruise) Ship,Passenger ship,2003,110480,110480,290 / 36
CARNIVAL FREEDOM,Panama,3EBL5,Passenger (Cruise) Ship,Passenger ship,2007,110556,110556,290 / 36
ALEXANDER CARL,Korea,-,Bulk Carrier,-,1993,110627,110627,312 / 50
POS DEDICATOR,Korea,-,Bulk Carrier,-,1993,110627,110627,312 / 50
CARNIVAL LIBERTY,Panama,HPYE,Passenger (Cruise) Ship,Passenger ship,2005,110428,110428,290 / 36
CARNIVAL CONQUEST,Panama,3FPQ9,Passenger (Cruise) Ship,Passenger ship,2002,110475,110475,290 / 36
HYUNDAI PLUTO,United Kingdom,MEDZ8,Container Ship,Cargo ship,2016,110632,110632,323 / 48
HYUNDAI EARTH,United Kingdom,MGGA4,Container Ship,Cargo ship,2016,110632,110632,323 / 48
APL DETROIT,Singapore,9V9925,Container Ship,Cargo ship (HAZ-A),2014,109712,109712,328 / 52
HOEGH GALLANT,Norway,LAUI7,Offshore Support Vessel,Tanker,2014,109844,109844,294 / 43
HYUNDAI SATURN,United Kingdom,MGGA2,Container Ship,Cargo ship,2016,110632,110632,323 / 48
APL VANCOUVER,Singapore,9V9915,Container Ship,Cargo ship,2013,109712,109712,328 / 45
HYUNDAI JUPITER,United Kingdom,MEED8,Container Ship,Cargo ship,2016,110632,110632,323 / 48
APL CHARLESTON,Singapore,9V9923,Container Ship,Cargo ship (HAZ-D),2013,109712,109712,328 / 45
APL SAVANNAH,Singapore,9V9919,Container Ship,Cargo ship (HAZ-A),2013,109712,109712,328 / 45
APL SANTIAGO,Singapore,9V9924,Container Ship,Cargo ship (HAZ-A),2014,109712,109712,328 / 45
APL MIAMI,Singapore,9V9922,Container Ship,Cargo ship (HAZ-A),2014,109712,109712,328 / 45
APL PHOENIX,Singapore,9V9918,Container Ship,Cargo ship,2013,109712,109712,328 / 45
APL BOSTON,Singapore,9V9917,Container Ship,Cargo ship (HAZ-A),2013,109712,109712,328 / 45
METHANE JULIA LOUISE,Bermuda,ZCEB2,LNG Tanker,Tanker,2010,109004,109004,290 / 45
BERGE ZUGSPITZE,United Kingdom,2ITG2,Bulk Carrier,Cargo ship,2016,109716,109716,300 / 49
BERGE GROSSGLOCKNER,United Kingdom,2ITG3,Bulk Carrier,Cargo ship,2017,109716,109716,300 / 49
METHANE BECKI ANNE,Bermuda,ZCEC2,LNG Tanker,Tanker (HAZ-A),2010,109004,109004,291 / 45
MSC ESTHI,Panama,3EFU3,Container Ship,Cargo ship (HAZ-A),2006,109109,109109,337 / 46
MSC CANDICE,Panama,3ENC5,Container Ship,Cargo ship (HAZ-A),2007,109109,109109,337 / 46
BERGE TOUBKAL,United Kingdom,MAVT5,Bulk Carrier,Other type,2017,109716,109716,300 / 49
BERGE MOLDOVEANU,United Kingdom,MGAW9,Bulk Carrier,Cargo ship,2020,109716,109716,300 / 49
YANTIAN,Malta,9HA4039,Container Ship,Cargo ship,2006,109149,109149,351 / 43
COSCO NINGBO,Malta,9HA4042,Container Ship,Cargo ship,2006,109149,109149,351 / 43
M. PATRICIA CAMILA,Bermuda,ZCEC1,LNG Tanker,Tanker (HAZ-A),2010,109004,109004,291 / 45
COSCO HELLAS,Greece,SVCL9,Container Ship,Cargo ship,2006,109149,109149,351 / 43
BEIJING,Malta,9HA4041,Container Ship,Cargo ship,2006,109149,109149,351 / 43
COSCO GUANGZHOU,Malta,9HA4043,Container Ship,Cargo ship,2006,109149,109149,351 / 43
AL ZUBARAH,Japan,JPDP,LNG Tanker,Tanker,1996,111079,111079,298 / 46
MAERSK ALTAIR,Singapore,9VEN2,Container Ship,Cargo ship (HAZ-A),2007,109534,109534,338 / 46
CHINA ENTERPRISE,Singapore,9V2268,Bulk Carrier,Cargo ship,2017,108051,108051,300 / 50
MAERSK ALGOL,Singapore,9VFV5,Container Ship,Cargo ship (HAZ-A),2008,109534,109534,338 / 46
EKAPUTRA 1,Indonesia,YBBQ2,LNG Tanker,Tanker,1990,109281,109281,290 / 46
LE HAVRE,Cyprus,C4PW2,Container Ship,Cargo ship,2006,108069,108069,337 / 46
AZUL HARMONY,Singapore,9V6428,Bulk Carrier,Cargo ship,2020,108020,108020,299 / 50
XIN LOS ANGELES,Hong Kong,VRBX6,Container Ship,Cargo ship (HAZ-A),2006,108069,108069,337 / 46
CSCL ZEEBRUGGE,Hong Kong,VRCS2,Container Ship,Cargo ship,2007,108069,108069,337 / 46
XIN BEIJING,Hong Kong,VRCS5,Container Ship,Cargo ship (HAZ-A),2007,108069,108069,337 / 46
CSCL LONG BEACH,Hong Kong,VRCZ7,Container Ship,Cargo ship,2007,108069,108069,337 / 46
XIN SHANGHAI,Hong Kong,VRCC6,Container Ship,Cargo ship (HAZ-A),2006,108069,108069,337 / 46
MARGRET OLDENDORFF,Liberia,D5FS9,Bulk Carrier,Cargo ship,2014,108051,108051,300 / 50
PUSAN C,Cyprus,C4NK2,Container Ship,Cargo ship,2006,108069,108069,336 / 46
GUOFENG FIRST,Singapore,-,Bulk Carrier,-,1996,108083,108083,312 / 50
XIN HONG KONG,Hong Kong,VRCH5,Container Ship,Cargo ship (HAZ-A),2007,108069,108069,337 / 46
MINERAL YANGFAN,Marshall Islands,V7A2563,Bulk Carrier,Cargo ship,2019,108130,108130,300 / 50
BERGE ENTERPRISE,United Kingdom,2EZE6,Bulk Carrier,Cargo ship,1997,108083,108083,312 / 50
