User_Name,Rating,Rating_Title,Reviewed_Date,Review_Context,Helpful_Count
mahendra,4.0 out of 5 stars,Good Product but Realme XT is far better,Reviewed in India on 6 November 2019,<span>Product is Decent but not better than Realme XT<br>- Back cover should have been good quality because there is no protection for camera<br>- Screen Guard is not available<br>- Not happy with internet connection<br>- Camera quality is So so..</span>,One person found this helpful
Amazon Customer,4.0 out of 5 stars,Great VFM but few key features missing,Reviewed in India on 3 December 2019,<span>A. Speaker volume on calls is quite low<br>B. Screen mirroring icon either does not exist or is tough to find.<br>C. Display on the screen does get grainy often. AMOLED is being missed<br><br>D. Great value for money. Incl the IR Blaster.<br>E. Big battery. Helps run the phone for long.</span>,
Sakthi seenivasan,5.0 out of 5 stars,Overall score of the mobile is 65%. 'Redmi Note 8Pro'....,Reviewed in India on 1 March 2020,"<span>Camera is over bump than expected.<br>Camera has bug in both front and back by changing the face to reddish sandal.<br>Hdr support in PUBG but it works only for 30 mins after 30 mins the phone gets stuck not functions properly in game alone ,HD high is preferred ( HD ,high).Build ,display are awesome.............!¿¿¿¿</span>",
Govind Singh,5.0 out of 5 stars,Awesome....!!!!!!!,Reviewed in India on 16 January 2020,<span>I am writing this review after using this smartphone for a week<br>Thoroughly speaking this smartphone is awesome and beast in performance .<br>Battery life and charging speed is just wow<br>Hdr display make it appear supercool ...don't get cocky with AMOLED one you can go for this without any doubt..<br>Lastly camera is superb....it has great dyanmic range..</span>,
manish rai,5.0 out of 5 stars,BIG FAN OF REDMI,Reviewed in India on 11 June 2020,"<span>Hi, Redmi I am big fan of you. I am never disappointed for you but Please explain to your Chinese government not to take a bad look at our Indian territory, do not hostile instead of friendship with us because we are friends and neighbors, if war happens, neither of them will survive.</span>",
Som Gupta,3.0 out of 5 stars,"My Charging connector not working,Only Two Months Old",Reviewed in India on 15 January 2020,<span>I Bought Redmi Note 8pro By Amazon<br>And Not Complete 2 months today my phone charging connector not working<br><br>Please Help😭😭😭😩😩😞😞🥺🥺😩😖😖😥😢😢😢😢😡<br><br>Name : Som Gupta<br>CONTACT : +916394531252<br>EMAIL : somguptapersonal@gmail.com</span>,
Amazon Customer,5.0 out of 5 stars,Best phone,Reviewed in India on 8 November 2019,<span>Phone is awesome<br>Camera quality awesome<br>Battery backup best<br>Design is fabulous<br>Loved it<br>Fingerprint reader is quick<br>Worth for money</span>,2 people found this helpful
Amazon Customer,3.0 out of 5 stars,Fantastic battery life!,Reviewed in India on 29 February 2020,"<span>Fingerprint reader is very sensitive. No problem with this.<br>Battery life is excellent! You can use it for 2 days after one full charge keeping wifi/mob data on.<br><br>Camera quality is not so good as expected, specially at the edges of anything. Sharpness at the edges is very bad. Also zooming quality is not good and zoomed picture is hazy.</span>",
Mrutyunjaya das,5.0 out of 5 stars,The gaming Beast!!!!!!,Reviewed in India on 10 February 2020,<span>The gaming Beast!!!!<br>Features:<br>1.Camera -9/10<br>2.Battery-10/10<br>3.processor-10/10<br>4.Display-8.5/10<br>5.Design-9/10<br>Conc. Little bit of heating issue during pubg in higher graphics....</span>,
vivek joshi,1.0 out of 5 stars,All mi phone is same no differences,Reviewed in India on 25 January 2020,<span>All phone are same I don't feel any drastically improvement in this phone . Oppo vivo and realme have better option. Feel n look like note 7 waste of money.</span>,One person found this helpful
rana,5.0 out of 5 stars,Redmi Note 8 Pro: A flagship Phone in mid range budget,Reviewed in India on 10 November 2019,"<span>It's a great value for money phone, with top of the line specs like 64mp rear camera and a 20mp selfie snapper with crisp pictures, the processor is ultra fast and multi tasking is a breeze on this device. Size is apt for smartphone lovers. Havent tried playing games at a stretch, though whatever little i tried was without lag and there wasn't any heating problem facing in earlier redmi phones.</span>",
Yadu Krishnan,5.0 out of 5 stars,Premium midranger,Reviewed in India on 16 March 2020,<span>Bang for the buck<br>Cheaper phones are getting better with Xiaomi in the driver seat<br>Redmi note 8 pro have premium build quality and a great processor<br>Smooth n extreme gameplay on pubg is a piece o cake for this beast.<br>Great battery backup<br>Moderate heating is there when gaming crosses 30 to 40min mark (common for every Phone)</span>,
Shraddha,5.0 out of 5 stars,Best product ever,Reviewed in India on 24 February 2020,"<span><div id=""video-block-R2KWLPMSR7RBQW"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-eu.ssl-images-amazon.com/images/I/81WBUQ3xE+S.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-eu.ssl-images-amazon.com/images/I/81povSs1o3S.png"" class=""video-slate-img-url""> I write review after use 15-20 days... And I'm really thankful to amazon.. For such amazing product...1st time im purchase any electronic product online .... And it's worth look good graama green color 🎨 .. Long battry life and best product, get superb camera qulity with this prise... Thank you amazon.... But i didn't get Product bill 🧐</span>",
Dhruv,5.0 out of 5 stars,MI NOTE 8PRO ROCKSSS,Reviewed in India on 31 January 2020,<span>Best smart phone in budget<br>Camera quality too good<br>User interface is superb<br>Built in alexa is amazing<br>Processing speed is very fast<br>Battery is also up to mark<br>Value for money product</span>,One person found this helpful
Shiju VP,4.0 out of 5 stars,Not bad,Reviewed in India on 4 June 2020,<span>🎁 Display : 4.5/5<br>🎁 build quality : 4.5/5<br>🎁 Camera : 4/5<br>🎁 Buttery : 4.5/5<br>🎁 Screen : 4/5<br>🎁 Sound : 4.5/5<br>🎁 Touch : 3/5<br>🎁 Performance : 4/5<br>💐 All-over 4/5</span>,
Amit Kumar Maurya,5.0 out of 5 stars,Go for it,Reviewed in India on 11 November 2019,<span>I am a big fan of REDMI and always they launch somthing surprising.<br>Note 8 pro is really a superb combination of specification.<br>Battery is also surprising<br>Totaly loving it.</span>,
Ravikumar,4.0 out of 5 stars,Good phone with average camera performance,Reviewed in India on 13 February 2020,"<span>The 64MP does not perform well on low light and even in the daylight struggles to produce good pictures. If we try to zoom in, the picture will last with blurred. The battery lasts one day and charges quickly. I have bought 8/128 for normal usage 6/128 enough. The ringing volume very very low. Gaming is very good, does not lag or hang while gaming.</span>",
Sachin Jaiswal,5.0 out of 5 stars,Suggestions,Reviewed in India on 1 February 2020,"<span>Awesome Phone,<br>I am Very Happy with this Phone, After Poco F1 i love this Redmi Note 8 pro For Gaming, Xiaomi is Upgrading and Make her Phones Beast.<br>But Face Lock is Not Secure its Open with My Brother Face and All Xiaomi Phones Get Slow Down After New Update.<br>Plz Xiaomi Don't Slow Down Old Phones and Fix Facelock Please.<br>Otherwise its Amazing</span>",
Anoop kuruvillaAK1990,2.0 out of 5 stars,Disappointing,Reviewed in India on 8 June 2020,<span>I got these phone on Saturday. First of alI I wanted to check the  camera quality very disappointing camera quality It says 64mp primary camera not even have quality of 8MP camera from Canvas and other Indian brands.front camera also not good. Battery life slightly good. But most of the apps are not compatible with the system example google meet zoom platform etc.</span>,
Lekshmy,1.0 out of 5 stars,poor product..,Reviewed in India on 5 March 2020,<span>Am very sad about this product . Feel very sorry to buy this. It was my wrong decision. Before 10 days my phone started heating and suddenly switchd off automaticaly. I gave it to nearby mi service store. Till today not repaired. Please note it just happned with in three months of buying. I will never ever buy online mobile phones and i lost my trust in mi brand .</span>,
Mahi,3.0 out of 5 stars,Not that much great.....as per my expectations....,Reviewed in India on 4 December 2019,<span>I feel its slow. Comparison to my earlier mi note 5 pro.<br><br>During video call back flash light doesn't work.<br><br>Camera - usability issue for settings....</span>,
Khyati,5.0 out of 5 stars,Excellent,Reviewed in India on 15 November 2019,"<span>Excellent phone available in this range<br>Compared to all expensive mobile my friends have, i still find this one doing its job so great<br>Compare it with one plus or any other...this one is much better</span>",
saurabh,4.0 out of 5 stars,over all mi best budget phone.,Reviewed in India on 9 December 2019,"<span>just awsome,<br>screen glass not so good. 2nd day got sretch from shirt button. but i thing evey phone require extra screen protection. my suggest never use any phone without tuffun or any screen gard..</span>",
mahendran,4.0 out of 5 stars,redmi note 8 and Amazon service review,Reviewed in India on 1 January 2020,"<span>about redmi note 8 pro :<br>nice mobile in budget segment , good chipset mediatech rocks this 2019.<br>closer to sd845 good experience while using.<br>display nice but not as much good as amoled display.<br>over all good mobile in this price segment.<br><br>Amazon delivered within 2 days , qicker delivery and packing condition is good.</span>",
Electronics,5.0 out of 5 stars,Wow,Reviewed in India on 4 March 2020,"<span>The phone is just wowwwww!, The only problem I found is with battery, with such a huge battery still the phone only stands for a day and gets drained. You Have to have charge it once in a day.</span>",
Rahul Puthran,5.0 out of 5 stars,Note8 pro ftw always,Reviewed in India on 26 December 2019,"<span>Been a xiaomi fan since a long time. This phone is awesome. Won't go over specs as it's obviously specified. My friends used to nag me for going with this phone instead of the realme xt. Only downside of this phone is the lack of oled screen. Apart from that Note8 pro wins every battle. Also my trust in xiaomi is had always been strong, so I had to go with this</span>",
Haridas,5.0 out of 5 stars,Best phone to buy in this range,Reviewed in India on 28 January 2020,<span>The best phone in this range and iam having the 8gb version so it's probably the go to thing please if you are buying the go and buy 8gb ram version only it's my suggestion and the phone very good and works well and you can play pubg mobile for about 6-7 hrs without lag.</span>,
GrayHat,5.0 out of 5 stars,Great,Reviewed in India on 25 February 2020,<span>The camera quality is great but needs some software updates. Loved the phone. Looks cool. Feels good. The phone's physically quite slippery and I like it. I've been using it for like 3 months now and I'm satisfied with the battery life. Quick charging is really fast.<br>The processor is awesome.<br>And it's like the best phone you can buy in this price range</span>,
Janak Rawal,4.0 out of 5 stars,Beast but Bulky...,Reviewed in India on 16 November 2019,"<span>Redmi Note 8 Pro is super duper fast as far as the configuration goes, but the mobile is bulky in comparison to their earlier version or other brand mobile in the same segment.</span>",
abhishek mujalde,5.0 out of 5 stars,Best camera phone,Reviewed in India on 1 December 2019,"<span>This phone is Awesome performance<br>1 Camera like 10/10 day night 😎<br>2betry"""" 10/8 good<br>Screen display 10/8<br>Dekho to<br>Kamaal ka phone hai yr 😍😎</span>",
Amazon Customer,5.0 out of 5 stars,CAMER BEAST,Reviewed in India on 12 November 2019,"<span>I ORDERED ON  NOV 6 BUT I GOT IT ON NOV 11. TIME OF DELIVERY WAS TOO LATE, BUT MOBILE PACKAGE CONDITION WAS GOOD AND BEST MOBILE IN REDMI SERIES ... IF U WANT HIGH-QUALITY CAMERA MOBILE GO THROUGH THIS REDMI WAY...</span>",
Amazon Customer,5.0 out of 5 stars,Great phone at this price.,Reviewed in India on 6 January 2020,"<span>The screen is good, keypad feels good. While watching NETFLIX the image quality is slightly underrated. Colors and saturation levels should be improved.<br>Camera is good. Not a threshold breaker.<br>Switching between apps is easy.<br>Phone feels good in hand, perfect weight. Full points to keypad.</span>",
Manoj Pathak,1.0 out of 5 stars,SIM tray Problem,Reviewed in India on 29 May 2020,"<span>SIM tray is very small no SIM is being fitted in the space provided by the company. I would like to return this product with out usage. I have purchased in the month of February 2020 but due to out of station, I have opened it now.</span>",One person found this helpful
T V RAGHAVENDRA,5.0 out of 5 stars,Great looks and performance,Reviewed in India on 24 December 2019,"<span>This is the review after 4 days of usage....undoubtedly one of the best phones...be it camera, battery back up, finger print and above all the look and feel, everything is indeed awesome....just to make a mention of only a small limitation, phone is little big and not all that convenient to use with single hand..rest all seems perfect..u can go for it for sure</span>",
Amazon Customer,1.0 out of 5 stars,Refund or new phone.,Reviewed in India on 21 March 2020,"<span>I would like to return this product, barely two months and it is already malfunctioning. No volume in videos, no volume in outgoing and incoming calls. I have been a Amazon customer for so many years. Didn't expect this. Very disappointing.kindly rectify it as possible.</span>",
Dr. Anil Kumar Singh,1.0 out of 5 stars,Don't Buy the redmi note 8 pro phone,Reviewed in India on 1 January 2020,<span>I'm highly disappointed to buy this phone there is nothing good to purchase this phone like the earlier series of redmi note pro.<br>The major issue is that phone hang onn mostly and majority of network problem as compare to other handsets.</span>,One person found this helpful
Deepak Kumar sinha,4.0 out of 5 stars,Best product under this range,Reviewed in India on 27 January 2020,"<span>One of the best Product under this price. Phone is awesome with it's features. I am giving 5 start. to light weight, great feature, photo quality with ultra wide angel, micro &amp; 64 megapixel is awesome. I got this phone on First sale with 10% discount. After using more than 7days, I didn't find any issue. Battery backup is awesome.</span>",
S.k netam,5.0 out of 5 stars,amazing phone got in very good price in amazon very satisfied,Reviewed in India on 9 May 2020,<span>very very satisfied 💞💞💞 a very good and powerfull phone in this budget is pretty impressive Its been months now and I don't see any kind of issues if you know about heating issue it's quiet acceptable that it's processor and gpu is powerful so it's give for take deal and I'm very satisfied with it's performance and camera is amazing I love it</span>,
Sreeti,3.0 out of 5 stars,Good product but battery life is disappointing,Reviewed in India on 3 December 2019,"<span>Writing this review after using the phone for about 1 month. Picture and sound quality is good.. but disappointed with battery life, it could have been better. Photos are really good in normal light, in dark photos does not come that good..received one system update till now.</span>",
Bikash b.,4.0 out of 5 stars,Great mobile,Reviewed in India on 10 January 2020,<span>The fingure print reader is very fast &amp; the battery life is also very good but in camera that I thing something is low I am saying it because I was used note 7pro &amp; to me note 7 camera is better as compare to note 8<br>And the ither fitures ate great👍👍🏻<br>Finguresprint☝  ❤<br>Battery🔋  ❤<br>Camera 📷  😔</span>,
DHIRAJ K.,5.0 out of 5 stars,5 🌟 feature Phone. 🔥,Reviewed in India on 8 December 2019,<span>Overall performance is Great.. Camera is suprubb in this price.. specially in Natural Light..<br>Design  5🌟.<br>Gaming 5🌟 (high graphic like PUBG and COD very smoothly running<br>Bettry life  4🌟<br>Speed.  5🌟<br>Sound Quality 5🌟<br><br>Check some pic sample .. specially Impressed by zooming..<br>In this price Redmi note 8 pro is awesome.. ✌️🔥</span>,
archit b.,4.0 out of 5 stars,Value for money,Reviewed in India on 25 January 2020,<span>Camera bump &amp; weight are the two main drawbacks of this mobile so handle with Care. Buy a good back cover which provides the complete protection to camera. Though it doesn't have AMOLED display but at this price range as per the package it is value for money.</span>,
Narendra Mathpal,5.0 out of 5 stars,Good Budget Phone,Reviewed in India on 3 February 2020,"<span>Basic Variant Price is below 15000 rs is very good and also in basic variant 6 GB and Camera is very good. But super amoled screen is miss but IPS LCD FHD+ is also god .  All Features like alexa, Macro mode ultra wide angle photos and of course 64 Mega Pixels photo is excellent. Over all the phone is Best and Beast phone in 2019.</span>",
sai,5.0 out of 5 stars,Great experience,Reviewed in India on 11 November 2019,"<span>I just got this phone 2 days back<br><br>Camera quality good<br>Processor is excellent<br>Battery life 8am 100,%==11pm 43%<br>On Regular usage<br>Finger print &amp;face detection excellent<br>No heating issue<br><br>Little bit weight<br>Miui11 is not updated<br>Alexa to be implemented<br><br>Under 15k it is top<br>Overall 97/100.</span>",
Bhavin Patel,5.0 out of 5 stars,Just awesome mobile!,Reviewed in India on 22 December 2019,<span>This mobile is awesome in 15k range. The fingerprint reader is very quick. The camera quality is superb as well what I want. I have used this phone since 20 days and have used this very well and bettery life is 1.5 days. Just awesome!</span>,
Amazon Customer,3.0 out of 5 stars,good piece,Reviewed in India on 12 February 2020,"<span>Iam Dr.C .Rajasheker<br>i received yesterday redmi note 8 pro<br>good one no doubts<br>but there are micro photography device in box as you shown in video box<br>one problems is there  ""error in application""this phrase is showing on screen in every second<br>how to solve it pl reply  it soon sir<br>thanking you sir<br>9618355389</span>",
Mona S.,4.0 out of 5 stars,It's a block buster deal.go for it,Reviewed in India on 15 November 2019,"<span>I purchased this phone on Diwali sale..previously I was using mi A 2 and that was also a great camera phone.After ten days of usage,It's a great smart phone with great camera quality.i took some pictures to check macro mode and amazed by it's great quality exposure.Battery is also plus point of this device.highly recommended this phone.</span>",
Amazon Customer: Shanoj Stephen,2.0 out of 5 stars,Camera lost focus and image resolution is very poor,Reviewed in India on 13 May 2020,<span>Camera focusing and resolution is lost within two weeks after purchase. Due to lockdown I couldn't send the item back. Today only I could approach service center. The remdi note 8<br>pro is a failure in its camera performance S per my experience. It's a manufacturing defect and I need a replacement.</span>,
Divya ,1.0 out of 5 stars,Worst customer support.,Reviewed in India on 18 June 2020,<span>Worst customer service by amazon. I got a defective phone that reboots automatically.<br>For that I did the replacement option but technician only told we will help and will replace the phone. I tried that in 15th June and 16th June. But no one came to pickup the phone. Again I tried for replacement option it shows replacement time is over.</span>,
sourav bhattacharjee,5.0 out of 5 stars,Gamers treat,Reviewed in India on 20 November 2019,"<span>Writing this review after 3 months of heavy use..Hands down .. This is simply the best phone you can buy for the money. An absolute budget killer. It has almost 2day battery life with light use, the picture quality is at par with 25k plus phones, all in all a great value for money. The only let down is that it comes with a lot of bloatware</span>",
Pranab,5.0 out of 5 stars,Too good,Reviewed in India on 14 June 2020,"<span>It's more than value for money. A phone worth Rs 16000 can't be better than this. Photos are too good, amazingly clear. Calls/sounds are also clear, and inbuilt Alexa is your handsfree assistant. Perfect!</span>",
Sunny,3.0 out of 5 stars,pls resolve hotspot issue,Reviewed in India on 21 November 2019,<span>I bought a new redmi note 8 pro but its wifi hotspot is not working.. neither my laptop nor my other phone is able to search its hotspot signal. What to do now? Should i return it?</span>,One person found this helpful
Amit Agrawal,4.0 out of 5 stars,Fantastic Product,Reviewed in India on 4 February 2020,<span>Have been using this phone for over a month. The phone has very good features with respect to the price I paid. The camera quality is awesome. There is only one feedback on the vowifi which doesn't work and the phone has to be restarted again to get it working again which is not practical. Not sure if they are working on a solution for this.</span>,
Milind N.,5.0 out of 5 stars,Loved Redmi Note 8 pro....,Reviewed in India on 16 January 2020,<span>Product is very good and reliable..... especially processor Helio G90T is very good for gaming......if u play PUBG in HDR Ultra phone will get little warm near camera module......Btw phone is great under 15k price range....</span>,
Arijit,2.0 out of 5 stars,Faulty Product,Reviewed in India on 26 January 2020,"<span>The hybrid sim card slot is faulty... Unable to fix a nono sim card in the 2nd sim slot. Had a previous experience of poor hardware with Redmi Note 3 however, Never expected this from Amazon...</span>",
Lalit kumr mahanta,5.0 out of 5 stars,Best one,Reviewed in India on 9 November 2019,<span>Till now I feel it is the best...</span>,4 people found this helpful
Tabrez Kazi,5.0 out of 5 stars,Excellent product,Reviewed in India on 22 February 2020,"<span>Excellent product, fingerprint scanner is pretty fast, face detection is excellent and the camera quality goes without saying it's excellent.</span>",
shubham shukla,5.0 out of 5 stars,Best in class for its budget segment.,Reviewed in India on 9 February 2020,<span>Product Is amazing.<br>Delivery on time.<br>Best fingerprint sensor in the market.<br>Handy<br>battery life is more than 2 days for normal usage excluding gamings.<br>1 day battery backup for heavy gaming.<br>Camera is quite good but night mode is not as good as One Plus.<br>Best purchase for 15000.</span>,
Bhaskar,5.0 out of 5 stars,Awesome phone at best price.. Just go for it!!,Reviewed in India on 1 March 2020,<span>Awesome phone at such a good pricey. Live it.. reaaly good value for money and damn good Camera. Cannot expect anything more at this range. The best phone</span>,
Amit s.,1.0 out of 5 stars,Defective piece,Reviewed in India on 12 December 2019,"<span>Defective piece, pathetic brand, pathetic Amazon</span>",
chandan barua,5.0 out of 5 stars,Alexa a bit slow.,Reviewed in India on 30 January 2020,<span>Good phone . Very smooth touch experience. Cameras are really good . I bought this over note 7 pro because of the external slot and Alexa .</span>,One person found this helpful
Amazon Customer,3.0 out of 5 stars,Not as good as market says,Reviewed in India on 25 February 2020,"<span>The images captured looks good when clicked but later when you view them in gallery they are smashed and not pixel fine. The camera lens is not good,  its only the software which beautify the picture after clicked hence when you zoom pictures later or even without zoom at times it looks like colors have melted and licked out.</span>",
Janith,4.0 out of 5 stars,Nice product,Reviewed in India on 29 February 2020,"<span>Good product within price range. The screen rotate option doesn't work at times. Battery with maximum use also lasts till 1 full day. Found Airtel connection at times not consistent. Camera is good for macro shots. Fingerprint is also very fast, design is nice with front and back with Gorilla glass.</span>",
P Srinivasan,4.0 out of 5 stars,Good product,Reviewed in India on 21 February 2020,<span>Nice product. Some of the operations are little difficult like deleting call history and messages. We have to delete one by one and not all. Please update whether any ways to do this.</span>,
Monideepa S.,3.0 out of 5 stars,Gd phone,Reviewed in India on 4 January 2020,"<span>The phone is great..it was delivered to me on 31 Dec features are gd. However Alexa doesn't respond sometimes..my Phone started hanging in the 5th day. Settings was not responding.. after a few mins everything got sorted however this was not expected from a new device.  Camera is gd.<br>Finger print reader,face unlock in gd<br>Overall it's a gd phone.</span>",
Joel deepan R,3.0 out of 5 stars,Good,Reviewed in India on 24 November 2019,"<span>I got this today, but it has a crack near the finger print sensor.<br>Feeling disappointed and I am returning it.<br>Hope it won't occur in near future</span>",
mansuri,5.0 out of 5 stars,Value for money,Reviewed in India on 9 November 2019,"<span>awsome speed, camera quality is not as aspected  but over all good value for money</span>",2 people found this helpful
Gagandeep Sagar,5.0 out of 5 stars,Must Buy,Reviewed in India on 26 February 2020,<span>A must Buy... i ordered 6/64.<br><br>Its awesome phone with this price.<br><br>look wise also awesome....<br><br>Camera is incredible. Picture quality is great...<br><br>i give 5 stars to this phone.</span>,
Prateek,1.0 out of 5 stars,Sounds not working,Reviewed in India on 23 March 2020,"<span><div id=""video-block-R29K7D3X4ANMW1"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-eu.ssl-images-amazon.com/images/I/C1ZrqRyFmWS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-eu.ssl-images-amazon.com/images/I/81mQoNBlVaS.png"" class=""video-slate-img-url""> Videos r not audible messages as well as ringtones rvalso not audible it is very ridicules we pdy full amount before delivery and we get the phone after 5 days and now we r facing this kind of issue which is unacceptable I request u to please do the needful for the same or I have to take some nacessary actions.</span>",
Meera  chopra,4.0 out of 5 stars,SIM card tray pin missing,Reviewed in India on 21 May 2020,"<span>As soon as the order for my Xiaomi note 8 pro was received on 21st may ,I happened to open the product noticing that the pin to open the SIM card tray was missing while the other accessories were right in their place.Meaning that the product assembly equipment is missing.So when am I accepting to get a response from the Amazon team as the need is urgent.</span>",
Siva Reddy,1.0 out of 5 stars,Worst mobile,Reviewed in India on 14 February 2020,<span>Network issue. Call not connecting and also call drop. Raised compliant for return. But the customer care people of Amazon calling doing some different tests and sayingthat no issue. But practically this is very difficulty to make calls especially in emergency times.. Customer care employees are horrible experience they will irritate with there questions</span>,
Kamlesh Nawani,1.0 out of 5 stars,REDMI NOTE 8 PRO CAMERA,Reviewed in India on 1 December 2019,"<span><div id=""video-block-R2RSMEMJM0VNMG"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-eu.ssl-images-amazon.com/images/I/91dInSk3vrS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-eu.ssl-images-amazon.com/images/I/71XUi14+bkS.png"" class=""video-slate-img-url""> Redmi Note 8 pro has mentioned mobile as 64 MP ultra high resolution camera which doesn't have it's has very bad video which I have added for review , Don't ever buy MI  phones .</span>",One person found this helpful
Sumit Bhosale,4.0 out of 5 stars,VALUE FOR MONEY,Reviewed in India on 21 November 2019,<span>CAMERA CLARITY IS GOOD...TRANSPARENT BACK COVER IS WITH PHONE SO DO NOT BUY IT SEPARATELY...BATTERY BACKUP IS ALSO GOOD...PHONE'S LOOK IS ALSO AWESOME.</span>,
Amazon Customer,4.0 out of 5 stars,Perfect phone for gaming in this price range,Reviewed in India on 16 December 2019,<span>Gaming 9/10<br>Camera 7/10 Not that good<br>Battery 5/10 Drain very fast. 1% in ! hour even in standby mode<br>Sound 5/10 Verg low even in the earphones<br>Comfort 8/10<br>Built quality 9/10<br>If you are seeking for camera phone don't go for it.<br>If you are a game lover this is the phone for you</span>,
B N S BHARATH TEJA,5.0 out of 5 stars,Awesome mobile to the price level,Reviewed in India on 17 November 2019,<span>Everything is fine<br>Lag free performance and below 20 k it satisfies you to that level of a mobile  which is even par 30 k  like Samsung A70S DOES NOT impress you such</span>,One person found this helpful
Vivek KUMAR G,5.0 out of 5 stars,Redmi note 8 pro electric blue 8gb ram 64gb internal memory,Reviewed in India on 9 January 2020,<span>Prefect budget with heavy future. Mainly battery capacity continuously for 2days battery performance is very working prefect. When I charge the mobile phone from 2%to 100%. Duration will take perfectly 1 ¼hrs only.</span>,
Harshit ,5.0 out of 5 stars,Great buy..😊😊,Reviewed in India on 6 February 2020,<span>It's a great phone for daylight photography and selfies but not great enough for low light photoholics.<br>Also got a great gaming performance which is much better than many flagship phones(check benchmark scores for more comparison).<br>The charger is very fast and can give you whole day charge in 45 min.</span>,
Nikunj,1.0 out of 5 stars,Worst Phone Ever!!!!!! Don't buy it,Reviewed in India on 4 December 2019,<span>Worst phone... Worst Bettery Life... Worst Customer Care Experience ever... 🙏 🙏 🙏 Please Don't Buy it and waste your money....</span>,2 people found this helpful
Toshit Jain,2.0 out of 5 stars,Worst n delicate product ever seen,Reviewed in India on 30 December 2019,<span>The product is not robust as the back panel of the phone is very sensitive and cracked even in single impact on the floor from 2 feet inside the back cover. The quality of cover also came in suspicion as back pannel inside it got damaged and not a single scratch on cover. Worst n delicate product ever seen..</span>,
Amazon Customer,1.0 out of 5 stars,Damaged goods,Reviewed in India on 2 December 2019,<span>I received the product with a defect in the screen.  This is absolutely disappointing. I never thought Amazon would deliver damaged goods.</span>,2 people found this helpful
Vivek,1.0 out of 5 stars,Redmi note 8 pro,Reviewed in India on 21 May 2020,"<span>After one  month of purchase of  mobile , it started giving problem and not able start due to frequent automatic rebooting.<br><br>Very bad experience. even after writing my feedback / email twice, amazon did not respond.</span>",One person found this helpful
satish rana,4.0 out of 5 stars,Good phone with a lot of flaws,Reviewed in India on 15 January 2020,"<span>Model launched in India doesn't have NFC option. Camera quality is bit low as compared to other models in the same price. Battery is good. Fingerprint sensor should be on front screen. After receiving first OS update for phone, Google services are crashing which are necessary to run a lot of android function.</span>",
Vijay Gupta,5.0 out of 5 stars,"Redmi Note 8 Pro (Halo White, 6GB RAM, 128GB Storage)",Reviewed in India on 20 December 2019,"<span>Redmi Note 8 Pro (Halo White, 6GB RAM, 128GB Storage) good mobile. mobile looks primium.</span>",One person found this helpful
Amazon Customer,5.0 out of 5 stars,Worthy product from MI.. Awesome battery life .. good camera and display,Reviewed in India on 25 January 2020,<span>Fantastic phone for the price under 15k.. good display .. awesome battery life .. fast fingerprint reader .. worthy stuff from MI<br>Camera is good .. especially the selfie camera with night mode .. not as great as some oppo or Vivo cameras .. but fits the bill</span>,
shishir v.,5.0 out of 5 stars,The gamers thing,Reviewed in India on 8 November 2019,<span>Bought for my son ....<br>Prompt delivery ....actually before time !<br>Perfect for gaming (spoiling your kid) !!!</span>,One person found this helpful
Customer,5.0 out of 5 stars,Bang for buck!!!,Reviewed in India on 3 December 2019,"<span>Got  the halo white,6gb RAM 128 ROM for,15999.<br>The only con I would say are the unnecessary Mi apps.<br>It's been 15 days now, but initial expectations are met.<br>Satisfied!<br>And thanks to Amazon for a smooth hassle free buying experience.</span>",
Tenzing lama,1.0 out of 5 stars,Not a good product,Reviewed in India on 31 January 2020,"<span>Only after week of purchase of this mobile,It become hang and only after resetting mobile it starts working but unfortunately I lost all my important contact .<br>  I ordered this mobile in amazan  20/01/2020.<br>And I received on 25/01/2020. And today is 31/01/2020.  and all unfortunate incident took place.  But all the features  mobile are good.</span>",
M Bheda,5.0 out of 5 stars,Batter & Camera,Reviewed in India on 5 January 2020,"<span>The mobile is more then expected in this price, as the camera built quality is supers and also the finger-print sensor detects and works faster. The look of the mobile is same as premium high price mobiles and overall this is best in class.<br>One should go for this if thinking to go for any other brand which values the same things in more then 30K.</span>",
Manish kumar Singh,4.0 out of 5 stars,Remi note 8 pro review,Reviewed in India on 25 January 2020,<span>Left most bottom key marked as ?123 / ABC is not getting typed smoothly . After keying 4-5 times it get typed.</span>,2 people found this helpful
Brijnandan chaudhary,2.0 out of 5 stars,New version global11.0 not support this phone.,Reviewed in India on 4 December 2019,<span>I purchase note 8 pro recently. I update new version Miui global11.0 after incoming call not connect this phone. I visit service center the are old version update miui10 then connect incoming call.why I request to you pls Annalise this issue.</span>,One person found this helpful
